CONTENT,DATE
"How Black Holes Could Finally Solve the Mystery of Dark Energy

",2022-09-15 00:00:00
 Behind the scenes at our international observatory in Rome Stay tuned for energyefficiency insights from across Europeenergyauditssustainabilityenergy ,2022-09-15 00:00:00
Congratulations to  for the excellent work Delighted to have been the Shadow Rapporteur of the   Opinion on the Energy Efficiency Directive. Thanks for the good cooperation and for you constant defense of the Women in STEAM and entrepreneurs ,2022-09-15 00:00:00
"Just publishedOur contribution to the ignited debate on the need to cap the EU gaspriceMy Policy brief, coauthored with Alberto Pototschnig Capping the European price of gas ",2022-09-15 00:00:00
"Foreign Minister s interview via  covers not just Ukraine but plenty of subjects, incl China Mali energy. Worth reading. Currently only in German, behind paywall.",2022-09-14 00:00:00
"Had President Assad accepted the US offer through Qatar to extend the Qatari gas pipeline through Syria to Turkey then Europe in 2008, Iran and Russia economies wouldve collapsed. Since then, they both had time to build their armies and diverse their economies eastward.",2022-09-14 00:00:00
Hydrogen   CEO of  emphasize that the EnergyTransition requires decentralized power generation. GreenHydrogen will be a key element of our future energy system. SiemensInfluencer ,2022-09-14 00:00:00
We must stop the dominance of gas on energy prices. We will need a deep and comprehensive reform of EU electricity market   SOTEU,2022-09-14 00:00:00
"You failed,  the Eu was supposed to guarantee reasonably priced energy supplies. It gave us rationing and skyrocketing prices. I hope  will be heard gas UnionEuropenne Europa caroenergia UkraineRussiaWar draghivileaffarista carobollette",2022-09-13 00:00:00
"No need for rusky gas even if germany has an evil gas history, news everyone, those who live under a rock since 2009, Europe is creating an Synchronous electricity grid of Continental Europe. Yeah its real but not real is the so cold energy crisis germany gas 50herz  ",2022-09-13 00:00:00
"Erdogan Serving Israel, the USA in the Agean Sea against RussiaSyria News Politics Military Navy AegeanSea Greece USA Israel Russia Ukraine Turkey Erdgoan Zionism UK MuslimBrotherhood AKP Gas Oil Maritime Shipping EuropeanUnion",2022-09-13 00:00:00
" is an idiot she imposed sanctions that devastated Europe and now she asks us to consume less When  goes to , I hope she will raise her voice gas Eu Commission carobollette UkraineRussianWar energiecrisis ElezioniPolitiche22",2022-09-12 00:00:00
"energyprices gas
Gas prices are exploding Are you kidding Some in the media dont look at statistics. ",2022-09-12 00:00:00
"This week the EuropeanParliament will vote to adopt the directive on MinimumWages in the  a big step for social EU All workers deserve decent wages payup With rising inflation  energy prices, Member States must deliver ASAP. We want a social Europe ",2022-09-12 00:00:00
" Thank you Mayor  for visiting us. You inspired us with your stories of progress in  Reykjavik on energy, health and housing  and with your vision for the future of the OECD ChampionMayors Initiative.   ",2022-09-12 00:00:00
"Join us at our next Energy Industry water cooler chat, for a LIVE disucssion on some of the latest news  tech right across the Energy Industry... Wed 14th September  1900 CEST  12NOON CDTA LinkedinAudio event  ETTechChat EnergyTransition ",2022-09-11 00:00:00
"Dear , why dont you leave Europe since you are against the cap on gas prices Is it fair that the Amsterdam Stock Exchange should bankrupt us gas carobollette caroenergia vonderLeyen EnergyCrisis Eu pricecap",2022-09-10 00:00:00
Last weekend in Venezia.TimeOffagency veneziafilmfestival venezia film redcarpet italy weekend Saturday Morning mood view Laguna energy exclusive Experience services agency agencylifestyle ,2022-09-10 00:00:00
MIND BUSINESS since 2004  NEW Work  No Time for bad Energy  meta provider web3 business work energy future freedomofmoney ,2022-09-09 00:00:00
"Another member of the European Commission to be kicked in the butt is , very bad. gas  carobollette EnergyCrisis UkraineRussiaWar Ukraine UrsulaVonDerLeyen",2022-09-09 00:00:00
"This is why we cannot trust , ,  gas carobollette UkraineRussiaWar Putin NATO Donbass War ",2022-09-09 00:00:00
"MTVUutiset MarinSanna Worst, its a boomerang 
Poutine Gas Embargo StandWithUkraine",2022-09-08 00:00:00
"The future is flexible ...Interesting tech on show from  at Gastech. Flexible pipe technology for Gas, LNG, LH2 and all sorts of cryogenic liquids ...GastechInfluencer ",2022-09-08 00:00:00
Thursday morning ... its time for the wrap up of Gastech 2022... chatting with Paul Sullivan at  and Nick Milne at Macquaire Bank sharing their takeaways from the week ...Gas LNG Hydrogen LowCarbon GastechInfluencer ,2022-09-08 00:00:00
"As we are going to need Natural Gas for years to come, being able to reduce the amount of energy used producing it  reducing the associated CO2 emissions are key ...Apura  from  Membranes. Thanks Davide  Mithilaj for the chatGas LNG GastechInfluencer ",2022-09-08 00:00:00
Getting an overview of the capabilities of iHawk ... the Data Visualisation Software offering  have developed with energy companies...Barry McGinn from  at Gastech...Gas LNG Hydrogen LowCarbon GastechInfluencer ,2022-09-08 00:00:00
DFOS  Distributed Fiber Optic SensingUsing specialised Fiber Optics to measure Temperature to 0.001oC Sonic  UltraSonic Acoustics  Vibration  Strain Steven Koles from Hifi Canada at Gastech...Gas LNG Hydrogen LowCarbon Gastech_IIoTGastechInfluencer ,2022-09-08 00:00:00
" China doesnt need Russian Gas. Putins strategy is catastrophic in the medium term for Russia. His army is collapsing in Ukraine and EU, the worlds largest market, is severing its ties with his ruined country.StandWithUkraine",2022-09-08 00:00:00
Constructive meeting in Berlin with  ViceChancellor Habeck. We managed  in record time  to fill up our gas storage capacities and identify alternatives to Russian gas. We will continue to address the energy crisis and boost  production capacity in clean technologies. ,2022-09-07 00:00:00
 Give up You and that other fool Putin are making Europe wage a War that is not ours.  and Bidens sanctions have brought us to our knees. Find a peaceful solution Gas UkraineRussianWar carobollette CrisiEnergetica DraghiVileAffarista Zelensky Russia,2022-09-07 00:00:00
A butterfly valve that you can use with cryogenic temperatures up to 196 oC ...From QUBLOCK Japan at Gastech.Gas LNG hydrogen LowCarbon Gastech_IIoTGastechInfluencer ,2022-09-07 00:00:00
" IN ORDER 2 PREVENT ME FROM WALKING IN THE HOOD, SECRETSERVICESMAFIA DICKS ARE KEEPING MY ANKLES BLOCKED  PAINFUL, ASSAULTING ME VIA INSECTS AND GASSING ME WTHEIR VEHICLESTargetedIndividualtorturestalkingcountryExposeThePerp",2022-09-07 00:00:00
"Dear , I am against Putin, but I love my country, Italy. The sanctions have not stopped the war but the Eu economy. And the wheat crisis could reopen. Do you want to insist on this failed path gas carobollette energiecrisis caroenergia DraghiVileAffarista",2022-09-07 00:00:00
HalloCommissioner  in Berlin today  tomorrow to meetViceChancellor Habeck Finance Min.  Digital  Transport Min. WissingParliamentary SecState  Space Coord.    EnergyIntensive Industries ,2022-09-07 00:00:00
A good dose of realism there on the challenges in simply taking existing gas storage infrastructure  using it with Hydrogen ... even with only a 1020% mix  above.Good session there from Marcus Eich from  at GastechGas LNG LowCarbon GastechInfluencer ,2022-09-07 00:00:00
So how do you store Natural Gas undergroundWell heres a great overview  via Marcus Eich from  here at Gastech ...Gas LNG Hydrogen LowCarbon GastechInfluencer ,2022-09-07 00:00:00
Its great we have Hydrogen consumption targets here in Europe ... but we must also have Hydrogen Infrastructure targets in order to make this all happen.Daniel Muthmann from  at GastechIMO An excellent statement Gas LNG Hydrogen GastechInfluencer ,2022-09-07 00:00:00
Uk consumers suffering most in energy crisis so far. Change coming ,2022-09-07 00:00:00
"DarthPutinKGB The Kremlin decides an embargo on its own gas.
sanctions Putin",2022-09-07 00:00:00
So what does a GasTrubine that can use Hydrogen look like The NovaLT  from  at Gastech. This can operate with up to a 100% mix of H2. Such turbines are some feat of engineering  materials  IIoT tech.Gas LowCarbon Gastech_IIoTGastechInfluencer ,2022-09-07 00:00:00
"On Day 3 of Gastech, if you want to try out some VR experiences relevant to GAS  LNG  Hydrogen ... here are 3 I have found so far, via Stena,   .I am sure there are others...IndustrialMetaverse Gastech_IIoT GastechInfluencer ",2022-09-07 00:00:00
"Dear , sanctions are not working Italy and Europe are on their knees, Russia is getting richer. Do you want to find a European solution to repay us and not bankrupt us We cant go on like this gas Putin caroenergia UkraineWar DraghiVileAffarista Ue Draghi",2022-09-06 00:00:00
"Behave as if you were water, let yourself be influenced by magnetism and exploit all the power of the Energies. daily tought boat magnetism energy ",2022-09-06 00:00:00
Lets meet in Munich and grab the best pretzels  We will discuss about the real life interconnection between eMobility energy  NFTickets      BLXM bloXmove ,2022-09-06 00:00:00
"Time to learn something new CO2 Shipping Session about to start ... with Samsung Heavy Industries, Exmar Marine NV, ,   moreGas LNG Hydrogen TechnologyGastechInfluencer ",2022-09-06 00:00:00
On Februari 19th 2022 unelected president of the EU  said that  Europes winter will be fine without Russian gas.Now that Russia is speeding up that a bit she said that Russia is blackmailing the EU.We are ruled by psychopats. GasCrisis Gaspreise GasPrice ,2022-09-06 00:00:00
"Today, I attended the  conference being held at . I presented on Inclusive Green Growth in Africa Critical Energy Efficiency Synergies and Governance Thresholds. uninsubria yorku capevars ghana italy canada dieco insubria growth energy ",2022-09-05 00:00:00
"There is a LOT of technology and different designs when it comes to designingbuilding GasLNGChemical carriers ...Just a few of the companies here showcasing their tech Samsung Heavy Industries, ACINOX  Dong Sung ...Gas LNG technologyGastechInfluencer ",2022-09-05 00:00:00
"So what does the inside of a Plate and Shell Heat Exchanger look like  ..  from Vahterus, Finland.So when you hear someone saying they use a heat exchanger to cool down NaturalGas to LNG, this is one kind of tech used.Technology Gastech_IIoTGastechInfluencer ",2022-09-05 00:00:00
"Today is such a sunny beautyful  Winterday, like it was when Hermann  and I shot this sunny Serie, there are more to come I wish you a nice start into 2023sun energy power ...berlin ",2023-01-03 00:00:00
Nature really is the best art.sunset sunsetlove peace natureisart travel travelphotography nature enjoythejourney freedom love lovelife happy happiness nonduality energy sun sunshine ,2023-01-02 00:00:00
"I wish you all a great 2023I am looking forward to another year toward success, health, energy, safe and full of benefits work environment, leisure, fun and friendships for all of youMerveilleuse anne 2023HappyNewYear2023 In the most fabulous city Marseille ",2023-01-01 00:00:00
Thinking about the economy or sinking with the economy NewYear  Europe energy CarbonNeutral cryptocurrency,2022-12-31 00:00:00
Thank you so much  Oss  .cantile  .eastsidemartialarts esma bjj londras bjjlifestyle bjjlife bjj4life bjjfamily mma energy goodvibes positive ,2022-12-27 00:00:00
